train_loss,val_loss,val_acc
0.8541171426574389,0.6340911587079366,0.6324324324324324
0.6241266715029875,0.5042262921730677,0.7351351351351352
0.48682881022493046,0.37127727766831714,0.8162162162162162
0.37899017706513405,0.2878524512052536,0.8702702702702703
0.3254108379284541,0.2503998304406802,0.8756756756756757
0.2929266672581434,0.1731368936598301,0.9459459459459459
0.2234575798114141,0.13549606998761496,0.9243243243243243
0.20029889047145844,0.11185033060610294,0.9675675675675676
0.17344784239927927,0.07510858650008838,0.9837837837837838
0.1935110166668892,0.05812932985524336,0.9891891891891892
0.16605805535800755,0.07782138915111621,0.9891891891891892
0.11497819299499194,0.04925794340670109,0.9891891891891892
0.1047691204585135,0.04219834879040718,0.9891891891891892
0.1035360870397805,0.04947562702000141,0.9837837837837838
0.06876142901213218,0.03085445628191034,0.9891891891891892
0.06536128676574056,0.022377640241757035,0.9891891891891892
0.08023342816159129,0.020920787860328954,0.9891891891891892
0.06955984455998987,0.02118756404767434,0.9945945945945946
0.0689452694132342,0.032415835186839104,0.9891891891891892
0.05522580520967798,0.02766082001229127,0.9891891891891892
